Maths,Physics,Chemistry,Result,total MP
1970-01-01 00:00:00.000000099,83,67,1,182
1970-01-01 00:00:00.000000008,58,5,0,66
1970-01-01 00:00:00.000000087,32,27,0,119
1970-01-01 00:00:00.000000057,29,72,0,86
1970-01-01 00:00:00.000000055,42,45,1,97
1970-01-01 00:00:00.000000070,64,69,1,134
1970-01-01 00:00:00.000000032,37,88,0,69
1970-01-01 00:00:00.000000069,82,61,1,151
1970-01-01 00:00:00.000000056,16,92,0,72
1970-01-01 00:00:00.000000068,73,86,1,141
1970-01-01 00:00:00.000000058,60,98,1,118
1970-01-01 00:00:00.000000001,91,33,0,92
1970-01-01 00:00:00.000000050,54,35,0,104
1970-01-01 00:00:00.000000043,59,45,1,102
1970-01-01 00:00:00.000000021,75,68,0,96
1970-01-01 00:00:00.000000033,31,92,0,64
1970-01-01 00:00:00.000000062,79,66,1,141
1970-01-01 00:00:00.000000003,15,33,0,18
1970-01-01 00:00:00.000000082,77,96,1,159
1970-01-01 00:00:00.000000053,21,57,0,74
1970-01-01 00:00:00.000000073,42,48,1,115
1970-01-01 00:00:00.000000002,90,76,0,92
1970-01-01 00:00:00.000000007,22,83,0,29
1970-01-01 00:00:00.000000088,44,98,1,132
1970-01-01 00:00:00.000000045,20,88,0,65
1970-01-01 00:00:00.000000074,27,40,0,101
1970-01-01 00:00:00.000000017,88,87,0,105
1970-01-01 00:00:00.000000075,94,33,0,169
1970-01-01 00:00:00.000000016,20,11,0,36
1970-01-01 00:00:00.000000017,66,14,0,83
1970-01-01 00:00:00.000000033,40,70,0,73
1970-01-01 00:00:00.000000035,58,87,0,93
1970-01-01 00:00:00.000000050,65,52,1,115
1970-01-01 00:00:00.000000072,60,25,0,132
1970-01-01 00:00:00.000000051,31,70,0,82
1970-01-01 00:00:00.000000022,51,31,0,73
1970-01-01 00:00:00.000000078,66,44,1,144
1970-01-01 00:00:00.000000011,26,43,0,37
1970-01-01 00:00:00.000000029,89,93,0,118
1970-01-01 00:00:00.000000062,72,43,1,134
1970-01-01 00:00:00.000000000,37,75,0,37
1970-01-01 00:00:00.000000022,25,52,0,47
1970-01-01 00:00:00.000000067,65,26,0,132
1970-01-01 00:00:00.000000040,86,94,1,126
1970-01-01 00:00:00.000000064,78,94,1,142
1970-01-01 00:00:00.000000083,62,99,1,145
1970-01-01 00:00:00.000000056,25,64,0,81
1970-01-01 00:00:00.000000087,94,81,1,181
1970-01-01 00:00:00.000000081,47,15,0,128
1970-01-01 00:00:00.000000093,45,20,0,138
1970-01-01 00:00:00.000000028,41,82,0,69
1970-01-01 00:00:00.000000030,58,70,0,88
1970-01-01 00:00:00.000000040,81,78,1,121
1970-01-01 00:00:00.000000063,10,53,0,73
1970-01-01 00:00:00.000000087,34,27,0,121
1970-01-01 00:00:00.000000061,77,24,0,138
1970-01-01 00:00:00.000000028,66,37,0,94
1970-01-01 00:00:00.000000091,84,59,1,175
1970-01-01 00:00:00.000000052,12,32,0,64
1970-01-01 00:00:00.000000043,13,77,0,56
1970-01-01 00:00:00.000000071,90,97,1,161
1970-01-01 00:00:00.000000078,87,11,0,165
1970-01-01 00:00:00.000000093,41,68,1,134
1970-01-01 00:00:00.000000083,43,92,1,126
1970-01-01 00:00:00.000000035,36,55,0,71
1970-01-01 00:00:00.000000082,32,96,0,114
1970-01-01 00:00:00.000000028,46,86,0,74
1970-01-01 00:00:00.000000006,28,49,0,34
1970-01-01 00:00:00.000000009,79,54,0,88
1970-01-01 00:00:00.000000097,35,70,0,132
1970-01-01 00:00:00.000000065,44,26,0,109
1970-01-01 00:00:00.000000082,49,74,1,131
1970-01-01 00:00:00.000000047,84,98,1,131
1970-01-01 00:00:00.000000020,42,10,0,62
1970-01-01 00:00:00.000000065,67,72,1,132
1970-01-01 00:00:00.000000098,31,16,0,129
1970-01-01 00:00:00.000000026,79,37,0,105
1970-01-01 00:00:00.000000039,55,85,0,94
1970-01-01 00:00:00.000000038,72,17,0,110
1970-01-01 00:00:00.000000088,63,39,0,151
1970-01-01 00:00:00.000000038,25,99,0,63
1970-01-01 00:00:00.000000070,36,15,0,106
1970-01-01 00:00:00.000000047,83,22,0,130
1970-01-01 00:00:00.000000021,59,83,0,80
1970-01-01 00:00:00.000000089,36,89,0,125
1970-01-01 00:00:00.000000089,46,92,1,135
1970-01-01 00:00:00.000000094,23,94,0,117
1970-01-01 00:00:00.000000059,13,15,0,72
1970-01-01 00:00:00.000000076,25,61,0,101
1970-01-01 00:00:00.000000010,82,35,0,92
1970-01-01 00:00:00.000000015,11,53,0,26
1970-01-01 00:00:00.000000077,79,60,1,156
1970-01-01 00:00:00.000000065,47,55,1,112
1970-01-01 00:00:00.000000073,93,26,0,166
1970-01-01 00:00:00.000000048,27,46,0,75
1970-01-01 00:00:00.000000022,19,61,0,41
1970-01-01 00:00:00.000000019,74,21,0,93
1970-01-01 00:00:00.000000032,57,84,0,89
1970-01-01 00:00:00.000000054,83,67,1,137
1970-01-01 00:00:00.000000027,49,32,0,76
1970-01-01 00:00:00.000000072,65,20,0,137
1970-01-01 00:00:00.000000092,74,60,1,166
1970-01-01 00:00:00.000000096,55,81,1,151
1970-01-01 00:00:00.000000100,77,73,1,177
1970-01-01 00:00:00.000000006,51,57,0,57
1970-01-01 00:00:00.000000063,10,20,0,73
1970-01-01 00:00:00.000000087,25,89,0,112
1970-01-01 00:00:00.000000050,66,42,1,116
1970-01-01 00:00:00.000000091,67,40,1,158
1970-01-01 00:00:00.000000081,54,36,0,135
1970-01-01 00:00:00.000000044,49,53,1,93
1970-01-01 00:00:00.000000049,79,76,1,128
1970-01-01 00:00:00.000000065,61,5,0,126
1970-01-01 00:00:00.000000021,53,29,0,74
1970-01-01 00:00:00.000000069,83,72,1,152
1970-01-01 00:00:00.000000093,73,61,1,166
1970-01-01 00:00:00.000000005,24,79,0,29
1970-01-01 00:00:00.000000067,92,7,0,159
1970-01-01 00:00:00.000000011,58,8,0,69
1970-01-01 00:00:00.000000032,58,85,0,90
1970-01-01 00:00:00.000000080,36,82,0,116
1970-01-01 00:00:00.000000012,81,36,0,93
1970-01-01 00:00:00.000000034,10,38,0,44
1970-01-01 00:00:00.000000094,45,31,0,139
1970-01-01 00:00:00.000000010,91,27,0,101
1970-01-01 00:00:00.000000017,86,41,0,103
1970-01-01 00:00:00.000000099,75,23,0,174
1970-01-01 00:00:00.000000078,35,74,0,113
1970-01-01 00:00:00.000000084,69,30,0,153
1970-01-01 00:00:00.000000087,86,39,0,173
1970-01-01 00:00:00.000000089,76,44,1,165
1970-01-01 00:00:00.000000010,62,79,0,72
1970-01-01 00:00:00.000000056,49,37,0,105
1970-01-01 00:00:00.000000030,31,92,0,61
1970-01-01 00:00:00.000000048,67,62,1,115
1970-01-01 00:00:00.000000055,89,26,0,144
1970-01-01 00:00:00.000000050,95,74,1,145
1970-01-01 00:00:00.000000021,77,50,0,98
1970-01-01 00:00:00.000000041,35,67,0,76
1970-01-01 00:00:00.000000056,56,58,1,112
1970-01-01 00:00:00.000000016,77,20,0,93
1970-01-01 00:00:00.000000079,10,31,0,89
1970-01-01 00:00:00.000000062,59,78,1,121
1970-01-01 00:00:00.000000027,84,54,0,111
1970-01-01 00:00:00.000000015,64,31,0,79
1970-01-01 00:00:00.000000055,61,41,1,116
1970-01-01 00:00:00.000000076,53,18,0,129
1970-01-01 00:00:00.000000068,89,8,0,157
1970-01-01 00:00:00.000000052,84,20,0,136
1970-01-01 00:00:00.000000015,18,77,0,33
1970-01-01 00:00:00.000000084,73,6,0,157
1970-01-01 00:00:00.000000037,41,74,0,78
1970-01-01 00:00:00.000000035,91,42,0,126
1970-01-01 00:00:00.000000031,93,91,0,124
1970-01-01 00:00:00.000000048,47,97,1,95
1970-01-01 00:00:00.000000095,90,88,1,185
1970-01-01 00:00:00.000000071,12,22,0,83
1970-01-01 00:00:00.000000000,62,14,0,62
1970-01-01 00:00:00.000000024,90,69,0,114
1970-01-01 00:00:00.000000067,29,52,0,96
1970-01-01 00:00:00.000000056,91,78,1,147
1970-01-01 00:00:00.000000074,60,44,1,134
1970-01-01 00:00:00.000000002,44,60,0,46
1970-01-01 00:00:00.000000003,32,69,0,35
1970-01-01 00:00:00.000000080,19,91,0,99
1970-01-01 00:00:00.000000077,87,50,1,164
1970-01-01 00:00:00.000000031,11,72,0,42
1970-01-01 00:00:00.000000033,54,46,0,87
1970-01-01 00:00:00.000000026,43,5,0,69
1970-01-01 00:00:00.000000022,62,20,0,84
1970-01-01 00:00:00.000000036,79,61,0,115
1970-01-01 00:00:00.000000018,48,96,0,66
1970-01-01 00:00:00.000000069,29,62,0,98
1970-01-01 00:00:00.000000025,69,49,0,94
1970-01-01 00:00:00.000000034,43,44,0,77
1970-01-01 00:00:00.000000039,72,74,0,111
1970-01-01 00:00:00.000000074,31,56,0,105
1970-01-01 00:00:00.000000096,69,48,1,165
1970-01-01 00:00:00.000000032,75,98,0,107
1970-01-01 00:00:00.000000087,15,92,0,102
1970-01-01 00:00:00.000000057,44,78,1,101
1970-01-01 00:00:00.000000021,75,68,0,96
1970-01-01 00:00:00.000000069,22,19,0,91
1970-01-01 00:00:00.000000045,85,87,1,130
1970-01-01 00:00:00.000000062,64,53,1,126
1970-01-01 00:00:00.000000053,18,53,0,71
1970-01-01 00:00:00.000000015,55,31,0,70
1970-01-01 00:00:00.000000098,18,76,0,116
1970-01-01 00:00:00.000000026,94,5,0,120
1970-01-01 00:00:00.000000073,66,40,1,139
1970-01-01 00:00:00.000000049,12,86,0,61
1970-01-01 00:00:00.000000026,31,81,0,57
1970-01-01 00:00:00.000000036,74,97,0,110
1970-01-01 00:00:00.000000013,30,99,0,43
1970-01-01 00:00:00.000000003,21,98,0,24
1970-01-01 00:00:00.000000015,61,70,0,76
1970-01-01 00:00:00.000000072,91,30,0,163
1970-01-01 00:00:00.000000095,45,64,1,140
1970-01-01 00:00:00.000000001,87,81,0,88
1970-01-01 00:00:00.000000069,48,71,1,117
1970-01-01 00:00:00.000000037,36,57,0,73
1970-01-01 00:00:00.000000086,77,96,1,163
1970-01-01 00:00:00.000000097,36,44,0,133
1970-01-01 00:00:00.000000092,40,94,1,132
1970-01-01 00:00:00.000000083,52,26,0,135
1970-01-01 00:00:00.000000017,44,62,0,61
1970-01-01 00:00:00.000000009,18,84,0,27
1970-01-01 00:00:00.000000064,19,90,0,83
1970-01-01 00:00:00.000000047,76,72,1,123
1970-01-01 00:00:00.000000073,94,30,0,167
1970-01-01 00:00:00.000000039,57,51,0,96
1970-01-01 00:00:00.000000055,69,72,1,124
1970-01-01 00:00:00.000000064,75,5,0,139
1970-01-01 00:00:00.000000086,81,91,1,167
1970-01-01 00:00:00.000000045,16,54,0,61
1970-01-01 00:00:00.000000097,31,79,0,128
1970-01-01 00:00:00.000000067,48,59,1,115
1970-01-01 00:00:00.000000041,93,56,1,134
1970-01-01 00:00:00.000000000,81,48,0,81
1970-01-01 00:00:00.000000015,44,84,0,59
1970-01-01 00:00:00.000000056,55,79,1,111
1970-01-01 00:00:00.000000091,88,98,1,179
1970-01-01 00:00:00.000000057,39,94,0,96
1970-01-01 00:00:00.000000044,60,13,0,104
1970-01-01 00:00:00.000000039,81,68,0,120
1970-01-01 00:00:00.000000069,61,36,0,130
1970-01-01 00:00:00.000000051,32,86,0,83
1970-01-01 00:00:00.000000043,71,88,1,114
1970-01-01 00:00:00.000000100,43,42,1,143
1970-01-01 00:00:00.000000093,88,85,1,181
1970-01-01 00:00:00.000000087,52,7,0,139
1970-01-01 00:00:00.000000073,38,57,0,111
1970-01-01 00:00:00.000000063,43,97,1,106
1970-01-01 00:00:00.000000014,88,85,0,102
1970-01-01 00:00:00.000000082,41,24,0,123
1970-01-01 00:00:00.000000048,94,86,1,142
1970-01-01 00:00:00.000000048,13,55,0,61
1970-01-01 00:00:00.000000026,89,39,0,115
1970-01-01 00:00:00.000000071,61,27,0,132
1970-01-01 00:00:00.000000000,50,14,0,50
1970-01-01 00:00:00.000000035,65,82,0,100
1970-01-01 00:00:00.000000081,41,6,0,122
1970-01-01 00:00:00.000000076,44,49,1,120
1970-01-01 00:00:00.000000092,34,38,0,126
1970-01-01 00:00:00.000000094,19,95,0,113
1970-01-01 00:00:00.000000093,90,57,1,183
1970-01-01 00:00:00.000000065,31,92,0,96
1970-01-01 00:00:00.000000025,84,74,0,109
1970-01-01 00:00:00.000000059,66,43,1,125
1970-01-01 00:00:00.000000076,84,24,0,160
1970-01-01 00:00:00.000000066,28,64,0,94
1970-01-01 00:00:00.000000052,87,38,0,139
1970-01-01 00:00:00.000000095,43,67,1,138
1970-01-01 00:00:00.000000091,68,26,0,159
1970-01-01 00:00:00.000000039,77,64,0,116
1970-01-01 00:00:00.000000089,30,70,0,119
1970-01-01 00:00:00.000000021,27,10,0,48
1970-01-01 00:00:00.000000057,27,39,0,84
1970-01-01 00:00:00.000000079,66,70,1,145
1970-01-01 00:00:00.000000085,56,17,0,141
1970-01-01 00:00:00.000000067,49,80,1,116
1970-01-01 00:00:00.000000025,61,59,0,86
1970-01-01 00:00:00.000000046,40,13,0,86
1970-01-01 00:00:00.000000067,24,50,0,91
1970-01-01 00:00:00.000000000,36,13,0,36
1970-01-01 00:00:00.000000086,49,89,1,135
1970-01-01 00:00:00.000000049,18,61,0,67
1970-01-01 00:00:00.000000074,23,7,0,97
1970-01-01 00:00:00.000000054,39,26,0,93
1970-01-01 00:00:00.000000051,60,69,1,111
1970-01-01 00:00:00.000000043,51,95,1,94
1970-01-01 00:00:00.000000079,73,25,0,152
1970-01-01 00:00:00.000000074,22,93,0,96
1970-01-01 00:00:00.000000093,33,16,0,126
1970-01-01 00:00:00.000000089,15,56,0,104
1970-01-01 00:00:00.000000095,17,86,0,112
1970-01-01 00:00:00.000000008,86,93,0,94
1970-01-01 00:00:00.000000063,12,40,0,75
1970-01-01 00:00:00.000000095,37,82,0,132
1970-01-01 00:00:00.000000031,14,43,0,45
1970-01-01 00:00:00.000000081,73,31,0,154
1970-01-01 00:00:00.000000083,77,72,1,160
1970-01-01 00:00:00.000000037,88,31,0,125
1970-01-01 00:00:00.000000080,66,35,0,146
1970-01-01 00:00:00.000000002,53,47,0,55
1970-01-01 00:00:00.000000052,94,39,0,146
1970-01-01 00:00:00.000000092,45,13,0,137
1970-01-01 00:00:00.000000080,25,14,0,105
1970-01-01 00:00:00.000000019,88,94,0,107
1970-01-01 00:00:00.000000081,32,71,0,113
1970-01-01 00:00:00.000000099,22,89,0,121
1970-01-01 00:00:00.000000050,38,52,0,88
1970-01-01 00:00:00.000000100,61,64,1,161
1970-01-01 00:00:00.000000034,39,70,0,73
1970-01-01 00:00:00.000000022,73,76,0,95
1970-01-01 00:00:00.000000098,67,99,1,165
1970-01-01 00:00:00.000000009,58,11,0,67
1970-01-01 00:00:00.000000099,31,26,0,130
1970-01-01 00:00:00.000000077,39,43,0,116
1970-01-01 00:00:00.000000001,40,88,0,41
1970-01-01 00:00:00.000000044,46,99,1,90
1970-01-01 00:00:00.000000033,69,96,0,102
1970-01-01 00:00:00.000000090,80,76,1,170
1970-01-01 00:00:00.000000052,84,39,0,136
1970-01-01 00:00:00.000000087,59,50,1,146
1970-01-01 00:00:00.000000069,37,83,0,106
1970-01-01 00:00:00.000000038,67,99,0,105
1970-01-01 00:00:00.000000019,43,34,0,62
1970-01-01 00:00:00.000000059,52,55,1,111
1970-01-01 00:00:00.000000033,73,76,0,106
1970-01-01 00:00:00.000000062,85,56,1,147
1970-01-01 00:00:00.000000021,24,27,0,45
1970-01-01 00:00:00.000000059,37,66,0,96
1970-01-01 00:00:00.000000065,20,38,0,85
1970-01-01 00:00:00.000000005,15,83,0,20
1970-01-01 00:00:00.000000034,11,47,0,45
1970-01-01 00:00:00.000000065,10,96,0,75
1970-01-01 00:00:00.000000012,71,33,0,83
1970-01-01 00:00:00.000000095,50,38,0,145
1970-01-01 00:00:00.000000075,59,83,1,134
1970-01-01 00:00:00.000000054,84,95,1,138
1970-01-01 00:00:00.000000008,46,36,0,54
1970-01-01 00:00:00.000000045,35,89,0,80
1970-01-01 00:00:00.000000008,61,8,0,69
1970-01-01 00:00:00.000000084,30,84,0,114
1970-01-01 00:00:00.000000056,92,56,1,148
1970-01-01 00:00:00.000000002,29,45,0,31
1970-01-01 00:00:00.000000021,13,60,0,34
1970-01-01 00:00:00.000000064,11,36,0,75
1970-01-01 00:00:00.000000090,59,39,0,149
1970-01-01 00:00:00.000000020,28,29,0,48
1970-01-01 00:00:00.000000088,95,14,0,183
1970-01-01 00:00:00.000000011,79,85,0,90
1970-01-01 00:00:00.000000051,17,98,0,68
1970-01-01 00:00:00.000000081,82,26,0,163
1970-01-01 00:00:00.000000088,58,79,1,146
1970-01-01 00:00:00.000000035,42,61,0,77
1970-01-01 00:00:00.000000077,26,79,0,103
1970-01-01 00:00:00.000000038,20,98,0,58
1970-01-01 00:00:00.000000026,69,23,0,95
1970-01-01 00:00:00.000000067,93,82,1,160
1970-01-01 00:00:00.000000026,48,38,0,74
1970-01-01 00:00:00.000000030,11,63,0,41
1970-01-01 00:00:00.000000042,14,72,0,56
1970-01-01 00:00:00.000000034,78,25,0,112
1970-01-01 00:00:00.000000008,17,22,0,25
1970-01-01 00:00:00.000000009,77,22,0,86
1970-01-01 00:00:00.000000089,26,96,0,115
1970-01-01 00:00:00.000000066,15,61,0,81
1970-01-01 00:00:00.000000084,45,51,1,129
1970-01-01 00:00:00.000000047,25,44,0,72
1970-01-01 00:00:00.000000059,65,56,1,124
1970-01-01 00:00:00.000000065,21,35,0,86
1970-01-01 00:00:00.000000071,34,19,0,105
1970-01-01 00:00:00.000000094,13,96,0,107
1970-01-01 00:00:00.000000006,73,31,0,79
1970-01-01 00:00:00.000000021,91,96,0,112
1970-01-01 00:00:00.000000038,26,92,0,64
1970-01-01 00:00:00.000000083,45,44,1,128
1970-01-01 00:00:00.000000094,34,13,0,128
1970-01-01 00:00:00.000000091,94,18,0,185
1970-01-01 00:00:00.000000071,67,34,0,138
1970-01-01 00:00:00.000000034,59,55,0,93
1970-01-01 00:00:00.000000045,52,46,1,97
1970-01-01 00:00:00.000000078,90,68,1,168
1970-01-01 00:00:00.000000094,44,17,0,138
1970-01-01 00:00:00.000000029,43,28,0,72
1970-01-01 00:00:00.000000050,92,10,0,142
1970-01-01 00:00:00.000000071,91,12,0,162
1970-01-01 00:00:00.000000051,41,81,1,92
1970-01-01 00:00:00.000000022,41,7,0,63
1970-01-01 00:00:00.000000061,17,32,0,78
1970-01-01 00:00:00.000000033,85,92,0,118
1970-01-01 00:00:00.000000078,85,9,0,163
1970-01-01 00:00:00.000000042,32,68,0,74
1970-01-01 00:00:00.000000091,54,95,1,145
1970-01-01 00:00:00.000000028,64,72,0,92
1970-01-01 00:00:00.000000033,87,97,0,120
1970-01-01 00:00:00.000000078,81,83,1,159
1970-01-01 00:00:00.000000090,91,61,1,181
1970-01-01 00:00:00.000000031,76,48,0,107
1970-01-01 00:00:00.000000084,17,89,0,101
1970-01-01 00:00:00.000000003,55,40,0,58
1970-01-01 00:00:00.000000079,80,20,0,159
1970-01-01 00:00:00.000000051,62,83,1,113
1970-01-01 00:00:00.000000040,78,93,1,118
1970-01-01 00:00:00.000000055,35,27,0,90
1970-01-01 00:00:00.000000097,78,17,0,175
1970-01-01 00:00:00.000000031,64,33,0,95
1970-01-01 00:00:00.000000100,94,56,1,194
1970-01-01 00:00:00.000000034,18,34,0,52
1970-01-01 00:00:00.000000024,44,68,0,68
1970-01-01 00:00:00.000000009,88,62,0,97
1970-01-01 00:00:00.000000080,19,53,0,99
1970-01-01 00:00:00.000000093,42,26,0,135
1970-01-01 00:00:00.000000021,32,34,0,53
1970-01-01 00:00:00.000000074,22,35,0,96
1970-01-01 00:00:00.000000056,29,41,0,85
1970-01-01 00:00:00.000000074,17,64,0,91
1970-01-01 00:00:00.000000093,36,75,0,129
1970-01-01 00:00:00.000000018,64,79,0,82
1970-01-01 00:00:00.000000077,15,54,0,92
1970-01-01 00:00:00.000000033,16,32,0,49
1970-01-01 00:00:00.000000058,91,62,1,149
1970-01-01 00:00:00.000000067,21,96,0,88
1970-01-01 00:00:00.000000020,75,38,0,95
1970-01-01 00:00:00.000000017,70,47,0,87
1970-01-01 00:00:00.000000099,74,68,1,173
1970-01-01 00:00:00.000000017,57,80,0,74
1970-01-01 00:00:00.000000091,22,19,0,113
1970-01-01 00:00:00.000000056,50,32,0,106
1970-01-01 00:00:00.000000046,15,15,0,61
1970-01-01 00:00:00.000000039,26,10,0,65
1970-01-01 00:00:00.000000096,78,6,0,174
1970-01-01 00:00:00.000000051,14,5,0,65
1970-01-01 00:00:00.000000030,66,66,0,96
1970-01-01 00:00:00.000000014,95,45,0,109
1970-01-01 00:00:00.000000091,26,54,0,117
1970-01-01 00:00:00.000000026,60,79,0,86
1970-01-01 00:00:00.000000091,67,41,1,158
1970-01-01 00:00:00.000000087,13,30,0,100
1970-01-01 00:00:00.000000039,77,56,0,116
1970-01-01 00:00:00.000000008,44,25,0,52
1970-01-01 00:00:00.000000013,21,87,0,34
1970-01-01 00:00:00.000000029,42,24,0,71
1970-01-01 00:00:00.000000050,51,8,0,101
1970-01-01 00:00:00.000000041,20,6,0,61
1970-01-01 00:00:00.000000063,48,54,1,111
1970-01-01 00:00:00.000000012,14,23,0,26
1970-01-01 00:00:00.000000023,59,90,0,82
1970-01-01 00:00:00.000000005,17,74,0,22
1970-01-01 00:00:00.000000007,43,12,0,50
1970-01-01 00:00:00.000000076,50,77,1,126
1970-01-01 00:00:00.000000002,26,53,0,28
1970-01-01 00:00:00.000000096,43,37,0,139
1970-01-01 00:00:00.000000027,58,21,0,85
1970-01-01 00:00:00.000000087,24,15,0,111
1970-01-01 00:00:00.000000004,48,64,0,52
1970-01-01 00:00:00.000000063,22,88,0,85
1970-01-01 00:00:00.000000090,64,43,1,154
1970-01-01 00:00:00.000000067,41,6,0,108
1970-01-01 00:00:00.000000092,74,9,0,166
